1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,GarageFinish_None,GarageFinish_RFn,GarageFinish_Unf
1194,0.0,3.0,2,655,5,0,539,1954.0,1194,3,8910,79.0,0.0,0,6,6,655,1959,1959,False,False,False
630,672.0,3.0,1,0,1,630,440,1970.0,1302,3,2016,24.0,304.0,0,5,5,630,1970,1970,False,False,True
1500,0.0,3.0,3,1032,6,431,712,1994.0,2622,4,12256,98.0,362.0,32,5,8,1463,1994,1995,False,True,False
1442,0.0,3.0,2,738,6,172,719,1990.0,1442,4,10357,114.0,0.0,244,5,7,910,1990,1991,False,False,False
887,1134.0,3.0,1,0,1,868,422,2006.0,2021,4,23257,168.0,0.0,100,5,7,868,2006,2006,False,True,False
948,742.0,3.0,1,0,1,924,463,2000.0,1690,3,8063,69.0,0.0,48,5,6,924,2000,2000,False,True,False
1836,0.0,3.0,2,1039,6,797,862,2004.0,1836,4,11362,107.0,42.0,185,5,8,1836,2004,2005,False,False,False
773,885.0,3.0,1,219,6,554,431,1995.0,1658,3,8000,69.0,0.0,84,5,6,773,1995,1996,False,False,False
1098,866.0,4.0,1,403,0,400,483,1976.0,1964,3,10480,80.0,660.0,69,6,7,803,1976,1976,False,True,False
816,0.0,2.0,1,708,6,108,308,1957.0,816,3,7100,73.0,0.0,0,7,5,816,1957,1957,False,False,True
1008,0.0,2.0,1,643,4,365,240,1953.0,1008,4,8923,66.0,0.0,18,7,5,1008,1953,2006,False,False,True
833,0.0,2.0,1,415,3,418,326,1955.0,833,4,5400,90.0,0.0,0,7,5,833,1954,2000,False,False,True
1734,0.0,3.0,1,1004,6,730,928,2007.0,1734,5,12085,93.0,328.0,0,5,8,1734,2007,2007,True,False,False
779,640.0,3.0,1,353,6,55,527,2002.0,1419,4,7750,69.0,0.0,0,5,8,408,2002,2002,False,False,False
894,0.0,3.0,1,702,4,192,450,1967.0,894,4,9764,57.0,0.0,0,7,5,894,1967,2003,False,True,False
1021,580.0,3.0,1,0,1,533,300,1958.0,1601,3,13825,85.0,0.0,34,6,5,533,1958,1987,False,True,False
1040,0.0,3.0,1,369,2,671,286,1959.0,1040,3,7560,70.0,0.0,0,5,5,1040,1959,1959,False,True,False
1012,0.0,2.0,1,0,1,1012,308,1920.0,1012,3,8263,59.0,0.0,22,5,6,1012,1920,1950,False,False,True
1552,0.0,3.0,3,24,6,1528,782,2005.0,1552,4,10084,84.0,196.0,20,5,7,1552,2005,2006,True,False,False
960,0.0,3.0,1,0,1,672,288,1956.0,960,3,8926,69.0,0.0,0,3,4,672,1956,1956,False,False,True
698,0.0,2.0,1,0,1,698,0,0.0,698,3,9405,50.0,0.0,200,9,5,698,1947,2008,True,False,False
812,670.0,3.0,1,0,1,384,392,1992.0,1482,4,9125,69.0,170.0,25,5,7,384,1992,1992,False,False,False
1005,0.0,2.0,1,0,1,1005,672,1977.0,1005,2,10434,60.0,0.0,0,5,4,1005,1955,1955,False,False,True
1555,0.0,2.0,1,0,1,1373,660,2007.0,1555,4,3684,53.0,130.0,20,5,7,1373,2007,2007,False,False,False
1530,0.0,3.0,3,1300,6,230,630,2004.0,1530,4,14572,182.0,0.0,36,5,7,1530,2004,2004,False,False,False
847,1112.0,4.0,3,0,1,847,434,2004.0,1959,4,11796,59.0,0.0,48,5,7,847,2004,2005,False,False,False
936,0.0,2.0,4,936,6,0,672,1980.0,936,3,7200,60.0,180.0,0,5,5,936,1980,1980,False,False,True
1328,653.0,4.0,1,622,4,500,576,1981.0,1981,4,7804,65.0,0.0,44,3,4,1122,1928,1950,False,False,True
974,0.0,3.0,2,212,4,762,0,0.0,974,3,10712,63.0,0.0,28,5,5,974,1991,1992,True,False,False
1178,1032.0,5.0,2,0,1,1008,205,1930.0,2210,2,9900,90.0,0.0,48,4,6,1008,1880,1950,False,False,True
1142,878.0,3.0,1,584,6,544,466,1995.0,2020,4,9828,80.0,0.0,155,5,8,1128,1995,1995,False,True,False
916,684.0,3.0,3,0,1,916,460,1997.0,1600,3,8773,57.0,0.0,38,5,6,916,1997,1997,False,False,False
986,0.0,2.0,1,0,1,960,180,1926.0,986,3,6180,60.0,0.0,128,5,6,960,1926,1950,False,False,True
1032,220.0,3.0,1,280,4,752,288,1950.0,1252,3,9600,80.0,0.0,0,5,6,1032,1950,1950,False,False,True
780,240.0,2.0,1,0,1,780,0,0.0,1020,3,6342,54.0,0.0,0,8,5,780,1875,1996,True,False,False
1567,0.0,2.0,4,1567,5,0,714,1977.0,1567,4,9819,69.0,0.0,32,5,6,1567,1977,1977,False,True,False
1167,0.0,3.0,1,645,4,270,495,1972.0,1167,3,8731,98.0,0.0,0,5,5,915,1920,1950,False,False,True
952,0.0,2.0,2,852,5,100,840,1988.0,952,3,7350,60.0,0.0,0,7,5,952,1951,1951,False,False,True
1088,780.0,4.0,1,381,5,399,484,1976.0,1868,4,10304,69.0,44.0,96,7,5,780,1976,1976,False,False,True
1466,1362.0,4.0,4,1150,6,316,1052,2006.0,2828,4,9965,77.0,340.0,144,5,8,1466,2006,2007,False,True,False
1006,0.0,3.0,1,288,6,718,0,0.0,1006,3,9000,69.0,0.0,24,3,5,1006,1959,1959,True,False,False
672,252.0,2.0,1,348,4,324,280,1941.0,924,2,12180,60.0,0.0,0,4,4,672,1941,1950,False,False,True
1042,534.0,3.0,1,0,1,1042,225,1928.0,1576,3,6240,52.0,0.0,0,6,5,1042,1928,1950,False,False,True
1298,0.0,3.0,1,1258,6,40,403,1985.0,1298,4,11200,69.0,85.0,26,5,6,1298,1985,1985,True,False,False
860,704.0,3.0,1,275,3,429,234,1941.0,1564,2,12000,75.0,0.0,0,7,7,704,1941,1950,False,False,True
572,539.0,2.0,1,0,1,572,288,1982.0,1111,3,5700,69.0,0.0,0,7,7,572,1926,1950,False,False,True
832,650.0,3.0,1,624,5,26,324,1930.0,1482,3,9000,50.0,0.0,0,9,7,650,1920,1988,False,False,True
932,0.0,2.0,1,0,1,932,306,1950.0,932,4,8280,57.0,0.0,0,5,6,932,1950,1950,False,False,True
1466,0.0,3.0,1,176,0,1290,528,1959.0,1466,2,17755,134.0,132.0,140,4,5,1466,1959,1959,False,False,False
1811,0.0,2.0,1,296,5,230,470,1956.0,1811,5,14115,90.0,0.0,0,7,6,1073,1956,2004,False,False,False
816,0.0,2.0,3,538,0,278,432,2002.0,816,3,5890,69.0,0.0,0,8,6,816,1930,2007,False,False,True
902,918.0,4.0,4,454,5,410,492,1965.0,1820,4,13700,69.0,288.0,84,6,7,864,1965,1988,False,False,True
1437,0.0,3.0,4,1157,5,280,528,1976.0,1437,4,10768,90.0,0.0,21,8,5,1437,1976,2004,False,True,False
1265,0.0,3.0,4,633,5,586,502,1965.0,1265,4,9350,85.0,0.0,92,8,5,1219,1965,1999,False,True,False
1314,0.0,2.0,1,904,6,410,626,2008.0,1314,4,5001,34.0,166.0,62,5,7,1314,2007,2008,True,False,False
1580,0.0,3.0,1,0,1,1580,830,2008.0,1580,4,11932,92.0,186.0,24,5,8,1580,2007,2008,False,True,False
943,933.0,4.0,1,442,5,459,540,1974.0,1876,4,9120,76.0,270.0,69,6,6,901,1974,1974,False,True,False
855,601.0,3.0,1,311,0,544,440,1978.0,1456,3,2280,24.0,0.0,0,5,6,855,1978,1978,False,False,True
1640,0.0,3.0,1,728,4,568,924,1993.0,1640,4,14778,69.0,72.0,0,7,6,1296,1954,2006,False,False,True
894,0.0,3.0,1,492,4,402,450,1968.0,894,3,8724,109.0,0.0,0,5,5,894,1968,1968,True,False,False
1258,0.0,0.0,3,1198,0,0,400,1969.0,1258,3,12900,60.0,0.0,0,4,4,1198,1969,1969,False,False,True
1432,0.0,2.0,4,680,5,289,588,1978.0,1432,4,16157,69.0,0.0,180,7,5,1360,1978,1978,False,False,True
1502,0.0,3.0,1,0,1,1502,644,2009.0,1502,4,9541,79.0,268.0,114,5,7,1502,2009,2009,False,True,False
1694,0.0,3.0,3,0,1,1694,776,2008.0,1694,4,10475,64.0,72.0,33,5,8,1694,2008,2008,True,False,False
959,712.0,3.0,1,786,6,173,472,2000.0,1671,3,10852,58.0,0.0,38,5,6,959,2000,2000,False,False,False
1236,872.0,4.0,1,626,3,501,540,1935.0,2108,4,13728,120.0,0.0,0,7,6,1127,1935,1986,False,False,True
1831,1796.0,4.0,4,1387,6,543,807,1995.0,3627,4,35760,118.0,1378.0,76,5,10,1930,1995,1996,False,False,False
1118,0.0,3.0,3,522,5,574,358,1977.0,1118,3,9880,76.0,0.0,0,6,6,1096,1977,1977,False,False,False
1261,0.0,3.0,1,662,5,599,433,1958.0,1261,3,9120,76.0,0.0,0,6,6,1261,1958,1958,False,True,False
625,625.0,2.0,1,0,1,625,625,2006.0,1250,4,4017,35.0,0.0,54,5,7,625,2006,2007,False,False,False
1636,971.0,3.0,1,152,3,977,0,0.0,3086,5,18030,138.0,0.0,0,6,5,1598,1946,1994,True,False,False
1170,1175.0,4.0,1,503,3,449,360,1932.0,2345,3,16560,80.0,0.0,0,8,6,952,1932,1950,False,False,True
2129,743.0,4.0,1,700,6,983,541,1992.0,2872,4,10678,85.0,337.0,33,5,8,1683,1992,2000,False,False,False
923,0.0,3.0,1,658,5,218,264,1984.0,923,3,6951,37.0,0.0,0,5,5,876,1984,1985,False,False,True
818,406.0,3.0,1,468,3,350,210,1926.0,1224,3,3950,69.0,0.0,0,8,6,818,1926,2004,False,False,True
820,523.0,3.0,1,0,1,731,186,1921.0,1343,3,7681,54.0,0.0,0,6,5,731,1921,1950,False,False,True
1124,0.0,3.0,0,0,0,0,0,0.0,1124,3,8335,77.0,0.0,36,5,5,0,1954,1954,True,False,False
1298,1216.0,4.0,1,1216,2,0,693,1990.0,2514,3,11170,69.0,0.0,0,5,7,1216,1990,1991,False,False,False
1652,0.0,2.0,4,1480,6,120,482,2008.0,1652,4,5587,64.0,186.0,53,5,8,1600,2008,2008,True,False,False
2411,2065.0,4.0,3,2096,6,300,813,1996.0,4476,5,15623,160.0,0.0,78,5,10,2396,1996,1996,False,False,False
1130,0.0,2.0,1,821,0,299,720,1970.0,1130,3,10800,60.0,0.0,0,6,5,1120,1920,1950,False,False,True
1572,0.0,3.0,4,1159,3,413,995,1963.0,1572,3,35133,50.0,226.0,263,4,5,1572,1963,1963,False,True,False
949,272.0,4.0,1,392,4,392,392,1965.0,1221,3,9738,60.0,0.0,0,7,5,784,1924,1950,False,False,True
1014,685.0,3.0,2,440,4,538,420,1920.0,1699,3,10615,107.0,0.0,74,5,3,978,1900,1970,False,False,True
1624,0.0,2.0,1,1456,6,168,757,1994.0,1624,4,12461,89.0,0.0,114,5,8,1624,1994,1995,False,True,False
831,829.0,3.0,1,0,1,831,493,2002.0,1660,4,8935,68.0,95.0,68,5,7,831,2002,2002,False,True,False
1028,776.0,3.0,1,0,1,994,442,1999.0,1804,4,7500,60.0,0.0,60,5,7,994,1999,1999,False,False,False
1622,0.0,3.0,3,1159,4,90,1356,1975.0,1622,3,32463,69.0,149.0,0,4,4,1249,1961,1975,False,False,False
764,677.0,2.0,1,0,1,776,492,1999.0,1441,4,2645,24.0,456.0,0,5,8,776,1999,2000,False,False,True
842,630.0,3.0,2,0,1,702,250,1925.0,1472,4,9600,60.0,0.0,0,8,5,702,1925,1994,False,False,True
1224,0.0,2.0,1,883,6,341,402,1999.0,1224,3,4500,69.0,425.0,304,5,6,1224,1999,1999,False,False,False
663,689.0,4.0,1,371,5,292,299,1969.0,1352,3,9364,80.0,143.0,36,7,6,663,1969,1969,False,False,False
728,728.0,3.0,1,0,1,728,400,2005.0,1456,4,8029,51.0,0.0,24,5,6,728,2005,2005,True,False,False
879,984.0,4.0,3,0,1,879,660,2006.0,1863,4,14054,58.0,0.0,17,5,7,879,2006,2006,False,False,False
815,875.0,3.0,1,0,1,815,225,1916.0,1690,3,8850,65.0,0.0,0,6,7,815,1916,1950,True,False,False
1212,0.0,3.0,1,0,1,1212,573,2001.0,1212,4,9100,70.0,0.0,0,5,7,1212,2001,2001,False,True,False
1382,0.0,3.0,1,547,3,504,459,1974.0,1382,3,11235,75.0,51.0,82,5,4,1051,1963,1979,True,False,False
864,0.0,3.0,1,0,1,864,280,1972.0,864,3,9353,71.0,0.0,0,5,4,864,1970,1970,True,False,False
866,913.0,3.0,3,0,1,866,546,1998.0,1779,4,10400,80.0,0.0,36,5,7,866,1998,1998,False,True,False
884,464.0,3.0,1,0,0,884,216,1960.0,1348,3,6000,50.0,0.0,0,8,5,884,1925,1997,False,False,True
1630,0.0,3.0,1,0,0,1630,451,2000.0,1630,4,9750,75.0,171.0,234,5,7,1630,2000,2001,False,False,True
1074,0.0,3.0,1,788,5,268,495,1975.0,1074,3,10140,78.0,0.0,88,6,5,1056,1975,1975,False,True,False
2196,0.0,3.0,2,485,5,1496,701,1990.0,2196,4,14684,90.0,234.0,70,7,7,2158,1990,1991,False,True,False
1056,0.0,3.0,1,1056,3,0,384,1966.0,1056,3,8900,69.0,0.0,42,4,4,1056,1966,1966,False,False,True
1700,0.0,3.0,3,340,6,1342,544,2003.0,1700,4,9135,70.0,120.0,23,5,6,1682,2003,2003,False,True,False
1283,0.0,3.0,1,504,3,319,506,1980.0,1283,3,7763,70.0,0.0,0,7,5,931,1962,1980,False,False,True
1660,0.0,3.0,2,1220,6,440,500,2006.0,1660,4,10182,85.0,420.0,50,5,8,1660,2006,2006,False,True,False
1055,790.0,3.0,1,0,1,1055,462,1992.0,1845,4,11218,70.0,0.0,104,5,6,1055,1992,1992,False,True,False
1080,672.0,4.0,3,427,6,132,492,1988.0,1752,3,12134,152.0,0.0,12,7,8,559,1988,2005,False,True,False
672,0.0,2.0,1,344,3,328,234,1941.0,672,3,9340,50.0,0.0,113,6,4,672,1941,1950,False,False,True
960,0.0,0.0,3,648,6,0,364,1965.0,960,3,10246,69.0,0.0,0,9,4,648,1965,2001,False,False,True
999,0.0,3.0,3,784,4,141,300,1962.0,999,3,10205,69.0,0.0,72,5,5,925,1962,1962,False,False,True
894,0.0,3.0,1,180,3,340,384,1966.0,894,3,7094,99.0,0.0,0,5,5,894,1966,1966,True,False,False
1318,584.0,4.0,0,0,0,0,539,1978.0,1902,3,8930,68.0,0.0,0,5,6,0,1978,1978,False,False,True
1314,0.0,3.0,2,936,6,364,552,2009.0,1314,4,8640,72.0,72.0,112,5,8,1300,2009,2009,False,True,False
672,0.0,2.0,0,0,0,0,0,0.0,912,3,6240,52.0,0.0,0,5,4,0,1947,1950,True,False,False
672,546.0,3.0,1,0,0,672,0,0.0,1218,3,1680,21.0,236.0,0,5,6,672,1971,1971,True,False,False
912,0.0,2.0,1,312,3,0,288,1964.0,912,3,7800,66.0,0.0,0,5,5,912,1964,1964,False,False,True
1211,0.0,3.0,1,250,4,210,322,1968.0,1211,3,8250,55.0,0.0,63,5,5,952,1968,1968,True,False,False
1168,678.0,3.0,2,196,3,844,315,1949.0,1846,3,10496,78.0,320.0,0,6,6,1040,1949,1950,False,False,True
2136,0.0,4.0,1,756,2,1380,528,1951.0,2136,3,10680,89.0,44.0,30,3,5,2136,1951,1951,False,False,True
788,702.0,3.0,3,724,6,64,388,2004.0,1490,4,15384,60.0,0.0,75,5,7,788,2004,2005,False,False,False
1138,0.0,3.0,3,507,6,81,264,1958.0,1138,3,10482,65.0,63.0,0,8,6,588,1958,1958,True,False,False
894,1039.0,4.0,2,0,1,894,668,2007.0,1933,4,14598,86.0,74.0,18,5,6,894,2007,2007,False,False,False
912,0.0,2.0,1,595,5,317,576,1992.0,912,4,8872,72.0,300.0,240,8,5,912,1965,2008,False,False,True
1702,0.0,1.0,1,1540,6,162,1052,2008.0,1702,5,8769,65.0,766.0,72,5,9,1702,2008,2008,False,False,False
1507,0.0,4.0,1,666,5,409,404,1960.0,1507,3,7910,70.0,0.0,0,5,5,1075,1960,1960,False,False,True
1361,1259.0,4.0,1,498,6,652,600,1977.0,2620,3,18890,69.0,1.0,24,5,5,1361,1977,1977,False,True,False
1190,0.0,3.0,3,803,5,303,540,1962.0,1190,3,7728,70.0,120.0,18,6,5,1106,1962,1962,True,False,False
1224,0.0,2.0,0,0,0,0,462,1962.0,1224,3,9842,70.0,0.0,0,5,4,0,1962,1962,False,False,True
1188,0.0,3.0,1,1000,3,188,531,1959.0,1188,3,12160,69.0,180.0,0,5,5,1188,1959,1959,False,True,False
1024,940.0,4.0,3,0,1,940,0,0.0,1964,3,8525,55.0,0.0,192,6,5,940,1911,1950,True,False,False
892,892.0,4.0,2,0,1,747,180,1914.0,1784,3,13132,96.0,0.0,40,5,5,747,1914,1950,False,False,True
764,862.0,2.0,1,0,1,764,474,2003.0,1626,4,2628,36.0,106.0,27,5,7,764,2003,2003,False,True,False
847,1101.0,3.0,1,0,1,847,434,2004.0,1948,4,12393,41.0,0.0,48,5,7,847,2004,2005,True,False,False
1141,0.0,3.0,1,0,1,1141,484,2005.0,1141,3,13072,63.0,0.0,0,5,6,1141,2005,2005,False,False,True
1484,0.0,3.0,3,428,6,1048,472,2006.0,1484,5,9037,64.0,32.0,33,5,8,1476,2006,2006,False,True,False
884,884.0,3.0,1,550,6,334,543,2003.0,1768,4,8158,65.0,252.0,63,5,7,884,2003,2003,True,False,False
1689,0.0,3.0,3,0,1,1689,954,2007.0,1689,4,9849,83.0,0.0,56,6,7,1689,2007,2007,False,True,False
1173,0.0,3.0,4,885,6,0,528,1974.0,1173,4,10625,85.0,81.0,120,6,7,1053,1974,1974,False,True,False
2076,0.0,2.0,4,1386,6,690,850,2006.0,2076,5,13891,107.0,0.0,229,5,10,2076,2006,2006,True,False,False
792,725.0,3.0,1,0,1,792,400,1931.0,1517,4,11435,69.0,0.0,0,7,8,792,1929,1950,False,False,True
1140,728.0,3.0,1,0,1,585,477,1984.0,1868,3,12090,78.0,74.0,112,7,6,585,1984,2003,False,False,False
756,797.0,3.0,1,0,1,756,615,2005.0,1553,4,8125,65.0,0.0,45,5,7,756,2005,2006,False,True,False
1034,0.0,3.0,3,539,6,473,888,1976.0,1034,3,12328,69.0,335.0,0,5,6,1012,1976,1976,False,False,True
1134,924.0,3.0,1,319,3,416,396,1950.0,2058,3,9600,60.0,0.0,0,5,6,735,1917,1950,False,False,True
988,0.0,3.0,1,534,4,246,276,1950.0,988,3,7200,60.0,0.0,80,7,5,876,1950,1950,False,False,True
2110,0.0,3.0,1,1065,5,1045,522,1968.0,2110,5,11160,93.0,0.0,0,5,7,2110,1968,1968,False,False,False
1405,0.0,2.0,1,0,1,1405,478,2003.0,1405,4,3136,69.0,163.0,36,5,7,1405,2003,2003,False,True,False
874,0.0,3.0,1,510,0,354,288,1968.0,874,3,9858,62.0,0.0,0,6,5,864,1968,1968,False,True,False
1516,651.0,3.0,4,125,2,36,518,1974.0,2167,4,17542,69.0,0.0,47,7,7,1192,1974,2003,False,True,False
760,896.0,3.0,1,0,1,746,397,2003.0,1656,4,6931,60.0,92.0,128,5,7,746,2003,2004,False,False,False
959,408.0,3.0,1,425,2,459,560,1978.0,1367,3,6240,52.0,0.0,0,6,6,884,1931,1950,True,False,False
1987,0.0,2.0,4,1314,6,672,691,1994.0,1987,4,14303,91.0,554.0,36,5,8,1986,1994,1994,False,False,False
864,0.0,2.0,1,0,1,864,0,0.0,864,3,4060,56.0,0.0,96,8,5,864,1922,1950,True,False,False
1166,0.0,2.0,4,655,6,201,400,2005.0,1166,4,9587,59.0,182.0,0,5,7,856,2005,2005,False,False,False
1054,0.0,3.0,1,602,5,14,460,1969.0,1054,3,9750,65.0,0.0,0,8,6,1054,1969,1969,False,False,True
892,783.0,3.0,1,0,1,841,502,1999.0,1675,3,24682,69.0,0.0,103,5,6,841,1999,1999,False,False,False
1050,0.0,2.0,1,504,3,546,338,1956.0,1050,3,9600,80.0,0.0,0,6,5,1050,1956,1956,False,False,True
1104,684.0,5.0,3,0,1,1104,304,1957.0,1788,3,11250,69.0,0.0,0,5,4,1104,1957,1989,False,False,True
1060,764.0,3.0,1,0,1,764,520,1940.0,1824,3,13515,60.0,0.0,0,6,6,764,1919,1950,False,False,True
1337,0.0,2.0,1,266,6,1139,511,1998.0,1337,4,4060,34.0,0.0,68,5,6,1405,1998,1999,False,False,False
713,739.0,3.0,1,450,6,241,506,1999.0,1452,4,3735,35.0,218.0,34,5,7,691,1999,1999,False,False,True
964,925.0,4.0,1,0,1,925,308,1960.0,1889,3,10120,60.0,0.0,0,4,7,925,1910,1950,False,False,True
2018,0.0,3.0,4,0,1,2002,746,2009.0,2018,5,13214,89.0,0.0,76,5,9,2002,2008,2009,False,False,False
1968,1479.0,4.0,2,192,3,536,1014,1982.0,3447,4,14100,69.0,632.0,12,9,8,728,1935,1997,True,False,False
874,650.0,3.0,1,460,4,414,315,1958.0,1524,3,11344,78.0,180.0,0,5,5,874,1958,1958,False,False,True
1332,192.0,0.0,4,1258,6,74,586,1979.0,1524,4,23595,69.0,0.0,0,6,7,1332,1979,1979,False,False,False
1489,0.0,3.0,1,0,1,1489,462,1968.0,1489,4,9156,69.0,0.0,0,7,6,1489,1968,1968,False,True,False
935,0.0,3.0,1,560,4,0,288,1965.0,935,3,13526,69.0,114.0,0,6,5,935,1965,1965,False,False,True
1357,0.0,2.0,3,719,5,300,312,1959.0,1357,5,11512,124.0,84.0,0,7,6,1019,1959,2006,False,True,False
661,589.0,3.0,1,0,1,661,552,1985.0,1250,3,5362,53.0,0.0,0,6,5,661,1910,2003,False,False,True
928,992.0,4.0,1,220,3,708,400,1948.0,1920,3,11345,95.0,567.0,0,5,5,928,1948,1950,True,False,False
735,660.0,3.0,1,593,4,130,497,1972.0,1395,3,12936,69.0,0.0,116,6,6,723,1972,1972,False,False,True
1724,0.0,3.0,3,528,5,1152,480,1967.0,1724,3,17871,69.0,359.0,0,5,6,1680,1967,1976,False,True,False
1128,903.0,3.0,1,804,6,324,577,2002.0,2031,4,9473,75.0,0.0,211,5,8,1128,2002,2002,True,False,False
698,430.0,2.0,1,0,1,698,528,1980.0,1128,3,7500,60.0,0.0,0,4,4,698,1920,1950,False,True,False
1573,0.0,3.0,1,788,6,785,544,2002.0,1573,4,9808,67.0,110.0,72,5,7,1573,2002,2002,False,True,False
1339,0.0,3.0,1,1053,5,256,484,1990.0,1339,3,8049,50.0,54.0,58,5,7,1309,1990,1990,False,False,False
1040,0.0,3.0,2,532,2,364,484,1977.0,1040,4,8800,61.0,0.0,0,7,5,1040,1977,2008,False,False,True
912,912.0,4.0,3,0,1,912,0,0.0,1824,3,9400,94.0,0.0,0,5,6,912,1971,1971,True,False,False
1699,748.0,4.0,1,0,1,804,336,1969.0,2447,4,9638,50.0,0.0,0,7,6,804,1919,1990,False,False,True
825,587.0,4.0,1,0,1,780,280,1939.0,1412,3,6000,50.0,0.0,0,6,6,780,1939,1950,False,False,True
1328,0.0,3.0,1,569,5,678,528,1963.0,1328,3,9790,69.0,451.0,26,5,6,1328,1963,1963,False,False,True
1582,0.0,4.0,3,812,3,812,390,1964.0,1582,3,36500,69.0,621.0,198,5,5,1624,1964,1964,False,False,True
1659,0.0,2.0,1,1158,6,343,499,2000.0,1659,5,5664,40.0,0.0,59,5,8,1501,2000,2000,False,False,False
1120,850.0,3.0,2,0,1,1085,753,2006.0,1970,5,11065,86.0,788.0,74,5,8,1085,2006,2006,False,False,False
1152,0.0,3.0,3,1014,6,138,484,1964.0,1152,3,14112,69.0,86.0,0,7,5,1152,1964,1964,False,True,False
630,672.0,3.0,1,231,5,399,264,1972.0,1302,3,1680,21.0,268.0,0,7,5,630,1972,1972,False,False,True
1378,994.0,4.0,1,0,1,994,432,1985.0,2372,3,6600,60.0,0.0,287,4,5,994,1892,1965,False,True,False
832,832.0,4.0,1,194,6,638,528,1976.0,1664,3,10140,78.0,0.0,28,5,7,832,1976,1976,False,True,False
864,0.0,2.0,1,167,3,697,572,1957.0,864,3,8172,60.0,0.0,0,7,5,864,1955,1990,False,False,True
1052,0.0,3.0,3,1016,0,36,288,1968.0,1052,3,8400,70.0,168.0,0,5,5,1052,1968,1968,False,True,False
1128,0.0,3.0,2,776,5,344,525,1963.0,1128,3,8700,80.0,148.0,20,6,5,1120,1963,1963,False,True,False
1072,0.0,2.0,4,547,6,0,525,2005.0,1072,3,3675,35.0,82.0,44,5,6,547,2005,2006,False,False,False
4692,950.0,3.0,4,5644,6,466,1418,2008.0,5642,5,63887,313.0,796.0,292,5,10,6110,2008,2008,False,False,False
1246,0.0,3.0,1,340,2,0,305,1959.0,1246,4,7500,75.0,0.0,0,7,5,1246,1959,1994,False,True,False
1005,978.0,3.0,1,694,6,284,490,1999.0,1983,4,10762,69.0,344.0,0,5,7,978,1999,1999,False,False,False
753,741.0,3.0,1,547,4,224,213,1942.0,1494,4,7500,69.0,0.0,0,7,6,771,1942,1950,False,False,True
1203,1323.0,4.0,1,740,6,425,844,1994.0,2526,4,10120,92.0,391.0,78,5,8,1165,1994,1994,True,False,False
1616,0.0,3.0,3,0,1,1616,834,2005.0,1616,4,8688,73.0,228.0,59,5,7,1616,2005,2005,False,True,False
976,732.0,3.0,1,0,1,976,380,2004.0,1708,4,3363,32.0,117.0,40,5,7,976,2004,2004,True,False,False
1652,0.0,2.0,1,1572,6,80,840,2006.0,1652,5,13173,108.0,300.0,102,5,9,1652,2006,2007,False,False,False
1368,0.0,2.0,1,0,1,1368,474,2005.0,1368,4,6955,48.0,94.0,35,5,7,1368,2005,2006,False,True,False
990,0.0,3.0,1,746,5,244,480,2000.0,990,3,8072,60.0,0.0,64,5,5,990,1994,1995,False,False,True
1122,0.0,2.0,1,144,6,172,528,1948.0,1122,4,12000,100.0,0.0,36,7,5,924,1948,2005,False,False,True
1294,0.0,3.0,1,1200,6,78,496,1991.0,1294,4,7153,69.0,88.0,51,5,6,1278,1991,1991,True,False,False
1902,0.0,3.0,3,1406,6,496,567,1959.0,1902,5,17500,100.0,0.0,207,8,7,1902,1959,2002,False,False,False
1274,0.0,3.0,1,925,6,349,508,2005.0,1274,4,8814,68.0,80.0,98,5,7,1274,2005,2007,True,False,False
1453,1357.0,4.0,1,482,6,971,750,1990.0,2810,4,9572,69.0,336.0,0,5,8,1453,1990,1990,False,True,False
1422,1177.0,4.0,1,0,1,1393,779,1999.0,2599,4,14774,108.0,165.0,30,5,9,1393,1999,1999,False,False,False
948,0.0,3.0,1,732,3,216,280,1956.0,948,3,8190,60.0,0.0,36,6,4,948,1954,1954,True,False,False
1092,1020.0,4.0,2,500,5,176,576,1969.0,2112,3,11075,85.0,0.0,0,5,6,952,1969,1969,False,False,True
1630,0.0,3.0,4,0,1,1622,860,2008.0,1630,5,10226,61.0,270.0,42,5,8,1622,2008,2008,False,True,False
1352,0.0,2.0,1,0,1,1352,466,2006.0,1352,4,4230,47.0,0.0,241,5,7,1352,2006,2007,True,False,False
1787,0.0,3.0,4,0,0,1753,748,2001.0,1787,4,14781,69.0,178.0,150,5,8,1753,2001,2002,False,True,False
948,0.0,3.0,1,492,5,372,248,1954.0,948,3,10215,75.0,132.0,0,5,4,864,1954,1954,False,False,True
1478,0.0,3.0,1,189,5,628,442,1957.0,1478,3,8400,70.0,0.0,0,3,6,1478,1957,1957,False,True,False
720,0.0,2.0,0,0,0,0,287,1955.0,720,3,6627,69.0,0.0,0,6,3,0,1949,1950,False,False,True
1061,862.0,3.0,1,674,6,76,564,1992.0,1923,4,10186,107.0,0.0,39,5,7,750,1992,1992,False,True,False
708,0.0,2.0,1,280,2,140,0,0.0,708,2,5330,50.0,0.0,0,7,4,420,1940,1950,True,False,False
